1000,3000,10000,30000,100000,1-level,2-level,3-level,4-level,5-level,6-level,7-level,8-level,9-level,10-level,11-level,12-level,13-level,14-level,15-level,16-level,17-level,18-level,19-level,20-level,benchmark,benchmark10,Predictive value
32769.8,32770.3,32771,32771,32769,32770,32770.25,32770.5,32770,32770.25,32770,32770.5,32770.75,32770.5,32770.5,32770.25,32770.25,32770.25,32770.5,32770.25,32770.75,32771.25,32770.5,32770.5,32769.5,32770.21,32778.46,32770.18764
32779,32779.3,32782.5,32779,32778.3,32779,32775.75,32776,32775.75,32778,32778,32778,32778,32778,32778.75,32779,32778.75,32778.75,32779.25,32779.5,32779.5,32779.5,32779.5,32779.5,32778.25,32778.46,32777.95,32778.57715
32777.8,32779,32781.8,32778.8,32779.8,32777,32775.75,32775.25,32775,32775.5,32777,32777.5,32777.5,32777.5,32777.25,32776.75,32777,32777.5,32778.5,32778.5,32778.5,32776.25,32776.25,32775.75,32775.75,32777.95,32776.14,32777.77505
32777.8,32774,32777.3,32777.5,32776.5,32777.75,32774.25,32774.25,32774.5,32776.5,32776,32776.5,32775.75,32775.75,32775.75,32775.75,32776.5,32776.75,32776.75,32777,32775.5,32775.5,32775.25,32775.25,32775.25,32776.14,32777.39,32776.13439
32777.3,32776,32777.3,32778.3,32778,32778.5,32777.5,32777.25,32777,32777,32777.25,32777,32776.75,32776.75,32776.75,32776.75,32777.25,32777.5,32777.5,32778.25,32778.5,32778.5,32777.25,32776.5,32776.5,32777.39,32778.06,32777.23143
32779.5,32777,32779,32777.8,32778.5,32779.5,32777,32778.25,32778,32776.5,32777.25,32777.25,32777,32777.75,32778,32778.25,32778.25,32778.75,32779,32779.25,32779,32778.25,32777.25,32777,32776,32778.06,32787.51,32778.08469
32787,32789,32789,32786.3,32782.8,32789,32789,32790,32790,32789,32787.25,32787,32785.75,32786.25,32786.25,32787.25,32787.25,32787.25,32787.25,32788.25,32787.75,32788.25,32788.5,32788.5,32788.5,32787.51,32798.61,32787.56036
32798,32798,32801.8,32799,32794.3,32799.25,32798.25,32799.5,32799.75,32799.25,32798.75,32799.25,32799,32799,32799,32799,32798.5,32798.5,32798.5,32798.5,32798.75,32798.75,32798.25,32798.25,32797.5,32798.61,32796.61,32798.76213
32795.5,32795,32798.8,32798.5,32793.3,32798.5,32795.75,32798,32798,32798,32796.25,32796.25,32796.5,32796.75,32795.5,32795,32795,32795.5,32795.5,32795.5,32796.5,32796.75,32796,32796.25,32796.25,32796.61,32805.03,32796.58106
32804,32804,32804,32805.3,32805.5,32806,32804.5,32805.25,32806.5,32807,32805.5,32805.5,32805,32805,32804.75,32804.75,32805,32804.5,32804.25,32804.25,32804,32804,32804,32805.25,32805.25,32805.03,32803.39,32805.10024
32801.8,32802,32802.8,32804.5,32801,32805.75,32803,32802.25,32802.75,32803.75,32805,32805.25,32805.25,32805,32804.75,32804.75,32804.25,32803.5,32803.25,32803.5,32803.75,32803.75,32805.25,32805.25,32805,32803.39,32802.5,32803.25113
32801,32802.5,32802.5,32803.5,32800,32802.5,32802.5,32802.5,32803.75,32804.25,32803.75,32803.5,32803,32801.25,32801.25,32801.25,32802,32802.75,32802.5,32802.5,32802.5,32802.5,32802.25,32802.5,32802.5,32802.5,32801.16,32802.38983
32799.5,32800.5,32800.3,32803.5,32800,32801,32800.5,32801.75,32802.25,32801.5,32802,32802,32802,32800.75,32800.5,32800.5,32800.75,32800.75,32800.75,32800.25,32801,32801,32801,32802,32800.25,32801.16,32802.55,32801.01523
32801,32802,32802,32805,32801,32803,32802,32802,32802.5,32803.5,32803.25,32803.75,32803.75,32803.75,32804,32803,32802.25,32801.75,32801.75,32802.25,32803,32802.5,32803.25,32803,32803,32802.55,32809.66,32802.47846
32808.3,32809.5,32811.3,32810.5,32809,32809,32809.5,32809,32810.25,32810,32809.75,32809.5,32809.5,32809.25,32809.25,32809.25,32809.5,32809.5,32809.5,32809,32809.5,32809.25,32808,32810.25,32810.25,32809.66,32811.51,32809.68027
32812,32812.3,32812.5,32811.5,32811.8,32812,32811.75,32810,32810,32810,32810,32811.25,32811.25,32811.25,32810.75,32811,32811,32811.5,32811.5,32811.5,32811.75,32811,32810.75,32812,32811.75,32811.51,32810.99,32811.2318
32811.5,32811.8,32812,32810.8,32810,32813,32811.75,32809.75,32809.5,32809,32809.25,32809.25,32810.25,32810,32810,32810,32810.5,32810.75,32810.75,32810.5,32810.25,32810.25,32810.25,32809.5,32810.25,32810.99,32811.41,32810.43289
32811.8,32812,32812,32811.5,32810,32813.25,32812,32811.25,32810.5,32811.25,32809.75,32811.25,32811.25,32810.75,32811,32811.5,32811.5,32811.5,32811.75,32811.75,32811.25,32812.25,32812.25,32811.25,32811,32811.41,32818.51,32811.1182
32816.5,32816,32818.5,32819,32824.3,32818.75,32817,32817.5,32817.5,32817.25,32818.75,32819.5,32818.75,32819.75,32820,32820,32819.75,32818,32818,32818,32818.25,32817.75,32818,32818.25,32818.25,32818.51,32802.16,32818.61512
32800.3,32803.5,32804.5,32804.8,32801.5,32800.25,32799,32801.25,32802,32802.25,32803,32803,32802.75,32802.5,32802.5,32802.5,32802.75,32802.25,32802.75,32802.75,32802.25,32802.25,32802.25,32802.25,32802.5,32802.16,32804.83,32802.42852
32803.5,32806,32806.3,32805,32802,32806,32806,32805,32805.5,32804.75,32804,32804,32804,32803.75,32803.5,32803.75,32803.75,32804,32802.25,32802,32802.25,32803.25,32803.25,32803.25,32804.5,32804.83,32803.28,32804.47271
32800.5,32803,32805.5,32805,32802.8,32802.5,32803,32804.25,32804.25,32802.75,32803.25,32803,32803,32803.5,32803.25,32803,32803,32802.75,32802.75,32802.75,32803.25,32801.75,32801.75,32801.5,32801.5,32803.28,32792.74,32803.2775
32792.3,32795,32792.3,32791.5,32794,32792.25,32794,32792.25,32791.5,32791.25,32791.75,32791.75,32792.75,32792.75,32793,32793.25,32793,32793.25,32793.25,32793,32793,32794.5,32794.75,32792.25,32792.25,32792.74,32798.14,32792.48076
32797.3,32797.5,32797.5,32797.8,32797.3,32798.5,32798.5,32798,32798,32798.75,32799,32799.5,32800,32800,32798.5,32798.5,32798.25,32798.25,32798.25,32798.25,32798.25,32797.5,32800.25,32800,32800,32798.14,32797.27,32798.16461
32796.5,32794.8,32798.3,32798.8,32799,32796,32794.5,32794.5,32797.75,32797.75,32798.5,32798.25,32798.5,32798,32796.25,32796.5,32796.5,32796.75,32796.75,32796.75,32797.5,32797.25,32797.25,32797.25,32799.5,32797.27,32794.04,32797.52425
32792,32793.8,32791.5,32795.8,32795.8,32793.5,32793.75,32792.75,32794.5,32795.75,32795.5,32795,32794.25,32794.25,32794.75,32795.25,32795.25,32795.25,32795.25,32795.25,32795,32795,32794.75,32794.25,32794.25,32794.04,32795.08,32794.07441
32794,32794.3,32795.5,32795.5,32796,32794,32794,32796.25,32796.75,32796.5,32795.5,32795.25,32795.25,32795.75,32795.75,32795.75,32795.75,32795.75,32795.75,32796.25,32796.25,32796.5,32796.25,32795,32794.5,32795.08,32796.27,32795.50233
32794.3,32797.3,32796,32796.8,32796.3,32795.75,32797.25,32796,32796.5,32796.5,32796.5,32795.75,32796,32796.5,32796,32796,32796,32796,32796,32796.25,32796.5,32796.5,32796.75,32796.5,32795.25,32796.27,32794.09,32796.11218
32792.8,32794,32793.8,32793.3,32792.5,32794.25,32794,32794,32796,32795.25,32794.75,32794.75,32795.5,32795.75,32796,32796,32796,32796,32796,32796,32796.5,32796,32796.5,32796.5,32796.5,32794.09,32797.29,32794.42166
32798.3,32798.5,32798.8,32795.8,32792.5,32798.75,32798.5,32796.5,32798,32798.25,32796.75,32797,32797,32796.5,32796.5,32796.5,32796.75,32796.75,32796.75,32797,32797,32797,32798,32797.5,32796.75,32797.29,32798.09,32797.12943
32797,32799.3,32799.3,32798,32792.5,32798,32799.25,32798.25,32798.5,32798.5,32799.75,32799.25,32799.25,32799.25,32798.75,32798.25,32798.25,32797.75,32797.75,32798.75,32798.75,32798.75,32798.75,32798.75,32799.75,32798.09,32794.51,32798.0725
32793.5,32795.3,32794.5,32793.8,32792.5,32793.75,32796,32796.25,32795.75,32795.5,32794.75,32794.75,32795.25,32795.75,32795.75,32796,32796,32796,32796.75,32796.75,32798,32797.75,32797,32799.25,32799.25,32794.51,32794.94,32794.85706
32795.5,32795.8,32795.3,32795,32795.3,32795.5,32795.25,32794,32793,32794.25,32794,32794.25,32794.75,32795.25,32795.25,32795,32795,32795.25,32795.25,32795.25,32795,32795.25,32795,32795,32795.5,32794.94,32788.07,32794.76378
32790.3,32790.3,32792,32789.8,32783,32787.25,32788.5,32788.75,32787,32786.75,32786,32786.5,32786.5,32787.75,32787.75,32787.75,32787,32788,32788.5,32788.5,32789.75,32790.75,32790.5,32790.5,32790.25,32788.07,32785.02,32788.17357
32785.5,32785.8,32787.3,32785.3,32785.5,32785.25,32783.75,32781.25,32782.5,32783.5,32784.5,32784.5,32784.75,32784.75,32785,32784.5,32785,32785.5,32785.25,32785.5,32786,32785.75,32784.75,32784.5,32784.75,32785.02,32783.86,32784.81041
32784,32785.5,32783.3,32780.5,32784,32785,32785.5,32783.5,32783.75,32783.5,32784,32783.25,32783,32783,32783.5,32783.5,32783.75,32784,32784,32783.5,32782.5,32782.5,32782.5,32783,32783,32783.86,32793.04,32783.61017
32795.3,32792.5,32792.5,32790.8,32797,32794,32793.25,32793.75,32793,32792.25,32790.75,32790.75,32791.25,32792.25,32793,32795.25,32795.5,32795.25,32793.5,32793.25,32794,32795,32794.25,32794,32794.5,32793.04,32807.24,32793.2992
32807.5,32806.8,32806.8,32806.5,32807.3,32807.5,32806.75,32807.75,32808.5,32807,32807,32808,32807.75,32808,32808,32807.75,32808,32809.5,32808.75,32809,32810.25,32809.75,32810.25,32809.5,32812.25,32807.24,32813.6,32807.5834
32812.3,32811.8,32811.8,32813.8,32814.5,32813.75,32813.25,32815.5,32815.5,32814.75,32814,32814,32815.25,32813.75,32813.5,32813.5,32813.75,32814.75,32814.75,32815,32814.75,32817.5,32818,32816.5,32817,32813.6,32812.37,32813.83251
32812.8,32812.8,32812.8,32814.5,32815,32812,32811.75,32811.75,32810.25,32811.5,32811,32810.75,32810.75,32810.5,32810.5,32811,32810.75,32810.75,32810.75,32809.5,32810.75,32810.75,32811.25,32811,32813.75,32812.37,32814.23,32812.04062
32813.5,32814,32816,32815.8,32815,32812,32813,32813.25,32814.75,32814.25,32813.5,32813.5,32814.75,32816.75,32817,32817,32816.75,32816.5,32816.25,32816.25,32814.75,32817,32815.5,32815,32814.75,32814.23,32796.12,32814.7758
32795.8,32795.8,32795.8,32795.3,32797.5,32796.5,32797.5,32796.5,32796.5,32797.5,32796,32796,32794.5,32794.75,32795.75,32795.75,32796,32796.25,32796.5,32796.5,32796.25,32796.25,32796.25,32796.25,32796,32796.12,32796.09,32796.14359
32795,32796.8,32796.8,32798,32798.5,32794,32794,32794.25,32795.75,32795.75,32796,32795.75,32796,32796.5,32796.25,32797,32797.5,32797.5,32797.5,32797.25,32797.5,32797.5,32798,32798.25,32799,32796.09,32799.42,32796.37486
32798.3,32797.8,32799.8,32802.5,32801.3,32798,32797.25,32797.25,32797.75,32798.75,32800.25,32800.75,32801.25,32801.25,32801.25,32801.25,32801,32801,32801,32800.75,32801.5,32801.5,32801.5,32801.5,32801.75,32799.42,32816.56,32799.6511
32816.5,32817.5,32819,32816.8,32815.3,32818,32817.5,32816.75,32816.25,32816.25,32814.5,32814.5,32814.25,32814.5,32814.5,32814.5,32815,32815.25,32815.25,32815.5,32816,32816,32816,32816,32815.75,32816.56,32830.38,32816.20361
32828,32831.5,32831.5,32829.8,32831.5,32829.25,32830.5,32831.25,32831.25,32830.5,32830.5,32830,32830,32829.75,32830.5,32829.25,32829,32829,32829.25,32830.25,32829.5,32829,32829,32828.5,32828.5,32830.38,32813.2,32830.30418
32811.3,32813.3,32813.5,32810.8,32815.8,32815.25,32813.25,32812.5,32813,32811.5,32812.25,32812.5,32813.5,32813.75,32813.75,32813.25,32813.25,32813.25,32813.75,32813.75,32813,32812.75,32812,32812,32811.75,32813.2,32800.99,32812.88318
32799,32801,32799.3,32801.8,32800.8,32799.25,32802.25,32802.75,32801.5,32801.5,32802,32803.25,32803,32804.25,32803.5,32803.5,32804.25,32804.5,32804.25,32804.5,32805,32805.25,32805.5,32805.75,32806,32800.99,32797.58,32801.46972
32797.8,32799.3,32799.8,32797.3,32795.8,32797,32795.5,32796.5,32799.25,32797.25,32797,32797,32797,32798,32798,32797.75,32797.75,32797.5,32797.75,32797.5,32798,32798,32800,32800.25,32801.5,32797.58,32815.41,32797.9903
32814,32812,32811.5,32814.8,32817.8,32815.5,32818,32816.5,32816.25,32816.25,32816,32817.75,32818.25,32818.25,32819,32819,32819.25,32818.5,32819.75,32819,32819,32819,32819.25,32819.25,32818.5,32815.41,32820.03,32815.68526
32818,32818,32818,32820,32821.8,32819.25,32820,32821.25,32822.5,32821,32821.25,32821.25,32821.5,32821.25,32821.5,32821.25,32822,32821.25,32820.75,32821,32821,32820.75,32820,32820,32819.5,32820.03,32834.71,32820.30756
32834.8,32833.8,32834,32833,32837.5,32836.5,32834.75,32834,32834.25,32834.25,32834.25,32834.5,32834.25,32834.5,32836.75,32837,32837,32837.25,32837.5,32837.75,32837.75,32838.5,32838.25,32839.75,32839.75,32834.71,32829.47,32834.9679
32828.3,32828.3,32827,32831.8,32830.5,32828.5,32828.5,32827.75,32830.75,32830.75,32830.75,32830.25,32830.25,32830.25,32830.25,32829.5,32829,32829,32829.75,32830,32829.75,32830.25,32831,32831,32832.25,32829.47,32809.19,32829.59988
32807,32810.3,32809.8,32809,32808.3,32809.5,32810,32809.75,32809.5,32809,32809.25,32810.75,32809.25,32809.5,32810,32809.75,32809.75,32809.75,32809,32810.75,32811,32811.25,32811.25,32811.25,32811.25,32809.19,32808.86,32809.19573
32809,32809,32806.8,32811,32807.8,32809,32809.25,32810,32810,32810,32809,32808.25,32807.75,32807.75,32807.75,32807.75,32807.75,32807.75,32807.75,32809.25,32809.25,32809.5,32808,32808.5,32808.5,32808.86,32788.84,32808.73378
32790.8,32788.8,32792,32788.5,32790.8,32788.75,32788,32788.5,32786.25,32785.75,32786,32788.25,32788.5,32788.5,32788.75,32789,32788.75,32788.75,32788.5,32789.75,32790,32790.75,32790.5,32790.5,32790.5,32788.84,32794.7,32788.88403
32793.8,32794.3,32795.5,32795.8,32793.3,32794.75,32794.25,32795.25,32795.5,32795.5,32794.5,32794.5,32795.25,32795.5,32795.5,32795.25,32794.75,32794.75,32794.25,32794.25,32795,32794.25,32794.25,32794,32794.5,32794.7,32796.3,32794.77715
32794,32796.5,32796,32796,32795,32797.75,32796.5,32796.5,32796.75,32797,32798,32796.25,32796.5,32796.5,32796.5,32796.5,32795.5,32796.25,32796.25,32795.5,32795.5,32795,32796.75,32796,32797,32796.3,32800.72,32796.12312
32801.8,32801.3,32799.5,32800.5,32799.3,32800.5,32801.75,32801.5,32801,32800.75,32800.5,32801,32801,32801,32802,32802.25,32802.75,32802.25,32802.25,32800,32800.25,32799.75,32802.75,32803.25,32803.75,32800.72,32810.58,32800.88086
32811,32811,32811,32809.5,32811.3,32811,32810.25,32809.75,32810,32809.5,32810.25,32810.25,32810.5,32811,32813.5,32813,32812.75,32813,32813,32813.25,32813.25,32812.5,32811.75,32812.75,32812.5,32810.58,32809.47,32810.82255
32808.5,32809.3,32808.8,32809.8,32811.3,32808.5,32809.25,32809.25,32810.25,32809.75,32809.5,32809.75,32809.5,32809.5,32809,32809.25,32809.5,32809.75,32811.5,32811.5,32812.25,32812,32811.25,32811.25,32811.25,32809.47,32797.01,32809.61818
32798.5,32798.5,32795.8,32796.5,32795.5,32796,32797.5,32796,32797,32797.75,32797.25,32797,32797.5,32798.5,32798.5,32798,32798,32797,32797,32796.25,32796.25,32797,32796.75,32796.25,32797.25,32797.01,32792.94,32797.16361
32793.5,32793.8,32791.8,32794.3,32794,32792.5,32791.75,32791.75,32791.25,32792.5,32793,32793.25,32793.5,32793.75,32794,32794,32793.75,32793.75,32793.75,32793.75,32793.75,32793.75,32793.75,32793.5,32793.5,32792.94,32783.35,32792.94665
32782.8,32783.8,32784.8,32782,32782.3,32785.25,32783.75,32784,32783.75,32782.5,32782.75,32782.25,32782.25,32783.5,32783.75,32784,32784.25,32784.25,32784.25,32786.25,32787.5,32787.5,32788,32787.75,32787.75,32783.35,32780.14,32783.53458
32779,32781.5,32779.5,32779.3,32783.3,32779,32780,32779.5,32779.25,32779.25,32779.25,32780.75,32781.25,32781.5,32781.5,32781.5,32781.5,32781.5,32781.25,32782.25,32783.75,32783.75,32784,32784,32785,32780.14,32780.41,32780.31352
32781,32782,32782.3,32778.5,32779.5,32781.5,32782,32779.25,32779.5,32779.25,32779,32778.75,32778.75,32779.25,32779,32778.75,32779.25,32779,32778.75,32779,32780.25,32781.25,32781.25,32781.75,32782,32780.41,32780.69,32780.1131
32785,32779.8,32780,32780.8,32783.5,32782.5,32779.5,32779,32779,32778.25,32778.5,32778.75,32778.25,32778,32778.75,32779,32779.25,32778.75,32778.75,32778.75,32779.5,32779.5,32780.5,32780.75,32780.5,32780.69,32789.27,32780.40437
32789,32789.3,32790.3,32789,32790.3,32787.75,32789,32789,32789.25,32789,32789,32789.25,32789.75,32790,32789.5,32789.5,32789.5,32789.5,32789,32789.75,32790.25,32790.25,32789.5,32789.75,32789.5,32789.27,32778.17,32789.45328
32776.8,32777.8,32778.3,32779,32781.5,32776.75,32777.5,32777.5,32777.75,32777.75,32777.5,32777.5,32778.75,32778.75,32779.25,32779.25,32779.25,32779.25,32779.25,32778.25,32777.25,32776.75,32776.75,32777.5,32777.75,32778.17,32783.89,32778.19839
32783.5,32783.8,32783.3,32782,32784.3,32783.5,32784,32783.75,32784.5,32785,32785.25,32784.5,32784.75,32785.75,32786,32786,32785.5,32785.5,32785.25,32785.75,32788,32788.5,32788,32788.25,32788.5,32783.89,32788.44,32784.42272
32789,32787.8,32786.8,32789.8,32793,32787.75,32787,32787,32787,32787.25,32787.25,32788.25,32789,32788.5,32788.5,32788.5,32788.5,32789.5,32789.25,32789.25,32789,32789.25,32789.5,32789.5,32789.5,32788.44,32801.21,32788.3826
32801.5,32799,32799.5,32799.8,32801.8,32801.75,32802.5,32800.25,32801.5,32802.5,32802.5,32802,32802.25,32802.25,32802.5,32802.25,32802.25,32801.75,32801.75,32802.75,32802.75,32802,32802.75,32803.25,32803.25,32801.21,32803.89,32801.37457
32803.3,32804.8,32805,32803,32801,32803.5,32804.75,32805,32805,32805,32804.75,32803.75,32803.75,32803.75,32803.25,32803.75,32803.75,32803.75,32803.5,32803.75,32803.75,32803.75,32803,32803,32802.5,32803.89,32804.19,32803.93539
32803.8,32804.3,32803.5,32803,32801.3,32804.75,32805.5,32806,32805.25,32805.25,32805.5,32805,32805,32804.75,32804.75,32805.25,32804.25,32803.75,32803.75,32804,32804.25,32804.25,32804,32803.75,32805,32804.19,32799.54,32804.2476
32798.3,32801.8,32800,32799,32800,32798,32798.5,32801.75,32800,32800,32800,32799.75,32799.75,32799.5,32799.75,32799.75,32799.5,32799.5,32799.25,32799,32799.5,32799.25,32799.25,32799,32799.5,32799.54,32810.82,32799.7338
32810.5,32809.3,32808.5,32811.8,32815.3,32809.25,32810.5,32810.5,32811,32811.75,32811.25,32811.25,32810.75,32810.75,32812.25,32812.5,32812.5,32812.5,32813,32813,32814.75,32814.75,32813.75,32813,32813.75,32810.82,32810.84,32811.21418
32810.3,32810,32808.5,32811.8,32814,32808.75,32810.25,32810.25,32811.5,32812,32812,32811.25,32811.25,32810,32810.25,32810.5,32811.5,32811.5,32811.5,32812.25,32812.75,32813.5,32813,32812.25,32812.5,32810.84,32811.38,32811.0223
32810,32810,32808.5,32812,32814.8,32812.5,32810.75,32811,32812,32812,32811.75,32811.5,32811.5,32810.5,32810.75,32811.25,32811.25,32811.5,32811.5,32811.5,32811.5,32812,32813,32813,32812,32811.38,32811.57,32811.23959
32810.3,32810.3,32810.3,32812,32815.3,32810.5,32812.75,32813.25,32813,32812.25,32810.75,32810.5,32810.5,32810.75,32812,32811.75,32811.75,32812.25,32813.25,32813.25,32812,32812,32812,32812,32812,32811.57,32832.1,32811.71557
32833.3,32831.3,32832.3,32831.8,32833,32833,32833.25,32832,32832.25,32831.75,32831.75,32829.5,32829,32829,32830,32830.25,32830,32830.25,32830.25,32830.25,32829.5,32829.25,32829.75,32830.25,32830.25,32832.1,32832.6,32831.7885
32831.3,32831.3,32831.3,32833.8,32834.5,32834,32831.5,32832.5,32832.25,32832.5,32832.75,32832.75,32833.25,32832,32832.25,32832,32832,32831.75,32833,32833,32834,32833,32832.75,32832.75,32833.5,32832.6,32820.69,32832.37082
32822,32820.8,32820.8,32819.5,32819.3,32821.75,32821,32820.75,32820.75,32821,32820.5,32820.5,32820.5,32821,32821.5,32821.5,32821,32821.25,32821.25,32821.25,32821,32821.25,32821.25,32821,32821.25,32820.69,32819.36,32820.7968
32819.8,32821,32818.5,32818.8,32820,32819.25,32819,32818.5,32819.25,32819.25,32819,32818.75,32819,32819,32819.25,32818.5,32819.25,32818.25,32818.25,32818.25,32818.25,32818.25,32818,32819.25,32819.75,32819.36,32819.99,32819.24578
32820.5,32822.5,32820.3,32819.3,32819.8,32819.5,32818.75,32820.25,32820,32819.75,32819.5,32820,32819.75,32819.5,32819.75,32819.75,32819.75,32820.5,32820.75,32820.75,32820.75,32820.75,32821,32820.5,32822,32819.99,32808.39,32820.1102
32806.5,32809.3,32811,32808.8,32810,32804.75,32806.25,32808.25,32809.25,32809.25,32809,32808.75,32809,32809.5,32809.5,32809.75,32810,32810,32811.5,32811.5,32811.75,32812.25,32812.25,32812.5,32812,32808.39,32816.78,32809.16813
32817,32817,32817,32816,32816,32817,32817,32817.75,32816.75,32816.5,32816.5,32816.5,32817.5,32817.5,32817.5,32817.5,32817.5,32817.5,32817.75,32817,32817,32817,32817.25,32817,32818.5,32816.78,32827.71,32816.85159
32830.8,32827,32827,32826.5,32826.3,32828.25,32827.5,32827.75,32827.75,32827.5,32828,32828,32828,32828,32828,32828.25,32829.5,32829.5,32829.5,32829.5,32829.25,32829,32829,32829,32829.25,32827.71,32832.12,32827.9858
32832,32832,32831.8,32830.8,32831.8,32831.75,32831.75,32833,32833,32832.75,32833.5,32833,32832.75,32832.75,32832.75,32832.75,32833,32831.5,32831.5,32832,32832.5,32832.5,32832.5,32832,32831.75,32832.12,32829.01,32832.37608
32829,32828.8,32828,32828.8,32829,32829,32828.75,32829,32830.25,32830.5,32829.75,32829,32828.75,32828.25,32828.5,32828.25,32828.25,32828.25,32829,32828.75,32828.25,32828,32828.25,32827.75,32827.75,32829.01,32829.02,32829.03666
32829.3,32830.3,32826.8,32828.8,32828.5,32829.25,32828.25,32828,32829.25,32830.5,32830.5,32829.75,32829.25,32829.5,32829.75,32829.75,32829.75,32830.25,32831,32831,32831.5,32831.25,32831.25,32831.25,32831.25,32829.02,32828.42,32829.20702
32829.3,32829.3,32825.8,32827.3,32828,32829.5,32828.5,32828,32829.5,32829.5,32829.5,32829.5,32827.5,32827.75,32827.5,32827.5,32827.75,32827.75,32828,32828,32828.5,32829.75,32830,32830,32828,32828.42,32819.31,32828.40689
32819,32820,32820,32818.5,32821.3,32818,32817.75,32818.5,32819,32818.5,32819.25,32819.75,32820.25,32820.75,32820.75,32820.75,32820.75,32821.5,32821.5,32821.5,32821.25,32821,32821.5,32822,32821.5,32819.31,32822.29,32819.71386
